siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
5520432,13,552043200013,O,,NN,,,2024-04-25T09:31:23,true,1,,58,,,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
5520440,16,552044000016,O,1955-01-01,NN,,,2024-03-29T22:36:21,true,4,,2,,,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,800011900_B,616733.5101101252,7001205.25109787,,,,,,,,,,,,,,,2003-04-01,F,,,,,18.2D,NAFRev1,O
5520465,39,552046500039,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE L HOMMELET,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,59.02,NAP,N
5520507,12,552050700012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,MOU SAINT JEAN,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.09,NAP,N
5540034,13,554003400013,O,,NN,,,2024-03-30T15:23:45,true,1,,,,,,PLACE,DU GENERAL DE GAULLE,4000,DIGNE-LES-BAINS,,,4070,,,,,040700745_B,959077.6733504224,6337973.730040853,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5540083,10,554008300010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,4 COINS,4500,RIEZ,,,4166,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
5540091,13,554009100013,O,,NN,,,2024-03-30T02:01:10,true,1,,,,,,AVENUE,DE LA LIBERATION,4200,SISTERON,,,4209,,,,,042090820_B,935365.6351869196,6347998.534582158,,,,,,,,,,,,,,,1984-12-25,F,,,,,47.02,NAP,N
5540125,19,554012500019,O,,NN,,,2024-03-30T04:09:58,true,1,,,,,,PLACE,JEAN JAURES,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,040490450_B,940908.441424451,6337240.681847153,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540273,25,554027300025,O,1900-01-01,NN,,,2024-03-22T15:40:57,true,3,,7,,,,PL,BERAUD,4330,BARREME,,,4022,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
5540307,13,554030700013,O,1955-01-01,NN,,,2024-03-22T15:40:57,true,1,,,,,,HAM,LE SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,,,,1998-06-30,F,,,,,70.2C,NAF1993,N
5540315,16,554031500016,O,,NN,,,2024-03-30T07:11:46,true,1,,44,,,,BOULEVARD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,040700710_B,958953.8966003337,6337912.054654361,,,,,,,,,,,,,,,1991-08-17,F,,,,,64.44,NAP,N
5540349,15,554034900015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DES COURTILS,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540372,17,554037200017,O,,NN,,,2024-03-29T23:46:29,true,1,,2,,,,PLACE,DE L’HORLOGE,4200,SISTERON,,,4209,,,,,042090720_B,935313.0116315114,6348594.262986527,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.30,NAP,N
5540380,10,554038000010,O,1974-04-11,NN,,,2025-01-14T02:30:51,true,5,,49,,,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,2010-11-16,F,,,,,47.73Z,NAFRev2,O
5540422,10,554042200010,O,,NN,,,2024-03-30T18:48:31,true,1,,9,,,,ALLEE,ROMAIN SELSIS,4700,ORAISON,,,4143,,,,,041430465_B,934319.0769953409,6317341.267861213,,,,,,,,,,,,,,,1990-07-01,F,,,,,59.08,NAP,N
5540448,15,554044800015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4350,MALIJAI,,,4108,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
5540455,10,554045500010,O,,NN,,,2024-03-30T15:42:27,true,1,,,,,,,LE VILLAGE,4350,MALIJAI,,,4108,,,,,04108B061_C,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,39.01,NAP,N
5540497,12,554049700012,O,1989-08-25,NN,,,2024-03-30T08:35:07,true,3,,47,,,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,040190340_B,990738.8603678576,6372041.6192352595,,,,,,,,,,,,,,,1991-12-25,F,,,,,38.50,NAP,N
5540539,29,554053900029,O,,NN,,,2024-03-30T03:59:06,true,1,,,,,,PLACE,FREDERIC MISTRAL,4210,VALENSOLE,,,4230,,,,,042300150_B,940144.7638812077,6308770.73971309,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5540547,14,554054700014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,,,,1989-01-07,F,,,,,55.4B,NAF1993,N
5540554,10,554055400010,O,,NN,,,2024-03-30T09:36:58,true,1,,,,,,RUE,DE LA GRANDE FONTAINE,4210,VALENSOLE,,,4230,,,,,042300170_B,940054.7799353637,6308787.574491414,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
5540612,16,554061200016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,LE CYRNOS,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540646,14,554064600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,MARIUS SAUVAIRE,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540661,21,554066100021,O,1900-01-01,NN,,,2024-03-30T03:22:48,true,3,,34,,,,BOULEVARD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,040700710_B,958884.5973851447,6337864.512254101,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
5540828,18,554082800018,O,,NN,,,2024-04-25T09:35:51,true,1,,6,,,,PL,DE LA MAIRIE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540836,11,554083600011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,GRAND RUE,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540844,15,554084400015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4500,QUINSON,,,4158,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540869,12,554086900012,O,,NN,,,2024-03-30T10:28:18,true,1,,7,,,,RUE,SAUNERIE,4200,SISTERON,,,4209,,,,,042091560_B,935311.2284781397,6348676.356721609,,,,,,,,,,,,,,,,F,,,,,38.50,NAP,N
5540885,18,554088500018,O,,NN,,,2024-03-30T18:16:59,true,1,,,,,,PLACE,CLEMENT PLANE,4700,ORAISON,,,4143,,,,,041430125_B,934359.9197481651,6317408.382134192,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540901,13,554090100013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5540968,12,554096800012,O,,NN,,,2024-03-30T17:36:23,true,1,,7,,,,RUE,CAPITOUL,4000,DIGNE-LES-BAINS,,,4070,,,,,040700280_B,959118.4598638704,6337925.0292196,,,,,,,,,,,,,,,1991-04-19,F,,,,,81.21,NAP,N
5540976,15,554097600015,O,,NN,,,2024-03-30T04:51:07,true,1,,,,,,BOULEVARD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,040700710_B,959158.658725575,6338041.102798583,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N
5541016,19,554101600019,O,,NN,,,2024-03-30T10:26:45,true,1,,,,,,,LES FERREOLS,4000,DIGNE-LES-BAINS,,,4070,,,,,04070B058_C,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5541032,16,554103200016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4140,AUZET,,,4017,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5541040,19,554104000019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4530,LA CONDAMINE-CHATELARD,,,4062,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
5541065,16,554106500016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4140,SEYNE,,,4205,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5541073,10,554107300010,O,,NN,,,2024-03-30T05:09:46,true,1,,,,,,ROUTE,NATIONALE NO96,4600,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,040490528_B,939458.5443030191,6334995.74221664,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
5541123,13,554112300013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4170,THORAME-HAUTE,,,4219,,,,,,,,,,,,,,,,,,,,,,1994-07-29,F,,,,,55.1A,NAF1993,N
5541206,16,554120600016,O,1900-01-01,NN,,,2024-03-30T06:38:14,false,3,,,,,,RUE,DU MILIEU,4320,ENTREVAUX,,,4076,,,,,0407652crux_B,1005848.7204089072,6324186.488390744,,,,,,,,,,,,,,,1992-11-30,F,,,,,52.1B,NAF1993,N
5541206,24,554120600024,O,1998-04-02,NN,,,2024-03-30T07:10:52,true,3,,,,,,QUA,LE RAGOT,4320,ENTREVAUX,,,4076,,,,,04076A006_C,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
5541248,18,554124800018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4250,LE CAIRE,,,4037,,,,,,,,,,,,,,,,,,,,,,1987-09-01,F,,,,,67.01,NAP,N
5541255,13,554125500013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,LE VERLAINE,4800,GREOUX-LES-BAINS,,,4094,,,,,,,,,,,,,,,,,,,,,,,F,,,,,54.07,NAP,N
5541263,17,554126300017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4370,BEAUVEZER,,,4025,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
5541305,16,554130500016,O,,NN,,,2024-03-30T07:02:45,true,1,,,,,,,GAUDEISSARD,4340,MEOLANS REVEL,,,4161,,,,,04161B067_C,,,,,,,,,,,,,,,,,,F,,,,,48.01,NAP,N
5541347,18,554134700018,O,1900-01-01,NN,,,2025-01-27T03:17:51,true,4,,,,,,,,4500,MONTAGNAC-MONTPEZAT,,,4124,,,,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,51.1T,NAF1993,N
5541347,26,554134700026,O,1982-09-23,NN,,,2025-01-27T03:15:52,false,3,,,,,,,,4500,RIEZ,,,4166,,,,,,,,,,,,,,,,,,,,,,1994-05-04,F,,,,,01.2J,NAF1993,N
5541362,17,554136200017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
5541412,10,554141200010,O,,NN,,,2024-03-22T15:40:57,true,1,,2,,,,,C ARCS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
5541438,23,554143800023,O,1990-09-01,NN,,,2024-03-30T07:50:30,true,5,,,,,,RUE,VALLON DE FARINE,4000,DIGNE-LES-BAINS,,,4070,,,,,040701670_B,958748.7237982799,6339350.1283586025,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
5541495,15,554149500015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4240,ANNOT,,,4008,,,,,,,,,,,,,,,,,,,,,,1987-05-02,F,,,,,63.05,NAP,N
5541529,11,554152900011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4170,SAINT-ANDRE-LES-ALPES,,,4173,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
5541545,17,554154500017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,,,,1993-08-05,F,,,,,52.1B,NAF1993,N
5541552,13,554155200013,O,1974-01-01,1,2023,,2024-03-22T15:40:57,true,4,,,,,,,HOTEL DU VERDON,4370,BEAUVEZER,,,4025,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.10Z,NAFRev2,O
5541552,21,554155200021,O,1996-11-30,NN,,,2024-03-22T15:40:57,false,4,FROND FREDDE,,,,,,L'AULAPIE,4260,ALLOS,,,4006,,,,,,,,,,,,,,,,,,,,,,2007-09-30,F,,,,,55.3B,NAFRev1,N
5541552,39,554155200039,O,2007-09-30,2,2023,,2024-03-22T15:40:57,false,6,,,,,,,PISTE DE L'AIGUILLE,4260,ALLOS,,,4006,,,,,,,,,,,,,,,,,,,,,,2023-12-16,A,LE SYMPA SNACK,,,,56.10C,NAFRev2,O
5541560,16,554156000016,O,,NN,,,2024-03-30T12:44:02,true,1,,37,,,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,040190340_B,990768.290805984,6372051.877755837,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5541610,35,554161000035,O,,NN,,,2024-03-30T10:59:48,true,1,,,,,,RUE,DES CORDELIERS,4200,SISTERON,,,4209,,,,,042090320_B,935314.2654991737,6348271.227299339,,,,,,,,,,,,,,,1985-12-25,F,,,,,79.06,NAP,N
5541669,15,554166900015,O,,NN,,,2024-03-30T03:34:54,true,1,,,,,,,SAINT CHRISTOPHE,4000,DIGNE-LES-BAINS,,,4070,,,,,04070B137_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5541677,18,554167700018,O,,NN,,,2024-03-30T16:43:09,true,1,,20,,,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,040190340_B,990826.8560439919,6372080.499793209,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
5541685,11,554168500011,O,,NN,,,2024-03-30T13:11:50,true,1,,15,,,,RUE,DE L'ANCIENNE MAIRIE,4000,DIGNE-LES-BAINS,,,4070,,,,,040701000_B,959165.0327923393,6337918.93317347,,,,,,,,,,,,,,,1988-05-31,F,,,,,15.8C,NAF1993,N
5541701,16,554170100016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4530,LA CONDAMINE-CHATELARD,,,4062,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
5541735,14,554173500014,O,,NN,,,2024-03-30T02:28:42,true,1,,35,,,,BOULEVARD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,040700710_B,958847.0247541716,6337862.19434073,,,,,,,,,,,,,,,1989-03-07,F,,,,,64.12,NAP,N
5541750,13,554175000013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4370,COLMARS,,,4061,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.02,NAP,N
5541776,18,554177600018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4170,SAINT-ANDRE-LES-ALPES,,,4173,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N
5541842,18,554184200018,O,,NN,,,2024-03-30T13:26:27,true,1,,,,,,RUE,DE LA GRANDE FONTAINE,4000,DIGNE-LES-BAINS,,,4070,,,,,040700760_B,959287.1889720189,6338061.055056568,,,,,,,,,,,,,,,1984-12-25,F,,,,,49.01,NAP,N
5541867,23,554186700023,O,1984-07-10,NN,,,2024-03-22T15:40:57,true,3,,,,,,QUAI,DES 4 CHEMINS,83460,LES ARCS,,,83004,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
5541909,15,554190900015,O,,NN,,,2024-03-30T15:53:01,true,1,,,,,,BOULEVARD,DE LA REPUBLIQUE,4190,LES MEES,,,4116,,,,,041160145_B,938444.2523999268,6330094.812252669,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5541982,20,554198200020,O,,NN,,,2024-03-30T15:20:47,true,1,,32,,,,BOULEVARD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,040700710_B,958875.1709717219,6337857.898805106,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.4C,NAF1993,N
5542113,13,554211300013,O,1988-03-18,NN,,,2024-03-22T15:40:57,true,3,HOTEL L'EQUIPE,,,,,,SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,,,,2001-10-03,F,,,,,70.2C,NAF1993,N
5542162,10,554216200010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4340,MEOLANS-REVEL,,,4161,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.08,NAP,N
5542212,13,554221200013,O,1955-01-01,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,LE SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,,,,2000-06-02,F,,,,,70.2C,NAF1993,N
5542261,10,554226100010,O,1955-01-01,NN,,,2024-03-22T15:40:57,true,1,,,,,,,COL ST JEAN,4340,SAINT VINCENT LES FORTS,,,4198,,,,,,,,,,,,,,,,,,,,,,1998-12-19,F,,,,,55.1A,NAF1993,N
5542345,11,554234500011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE LA MAIRIE,4190,LES MEES,,,4116,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,38.40,NAP,N
5542394,19,554239400019,O,,NN,,,2024-03-30T04:17:50,true,1,,1,,,,PLACE,PIED DE VILLE,4000,DIGNE-LES-BAINS,,,4070,,,,,040701240_B,958986.6952386898,6337755.161715809,,,,,,,,,,,,,,,,F,,,,,67.09,NAP,N
5542410,13,554241000013,O,,NN,,,2024-03-30T12:59:56,true,1,,,,,,RUE,SAUNERIE,4200,SISTERON,,,4209,,,,,042091560_B,935323.5614678626,6348735.963358052,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5550017,15,555001700015,O,,NN,,,2024-03-30T10:30:09,true,1,,,,,,AV,DE LA GARE,4200,SISTERON,,,4209,,,,,042090645_C,,,,,,,,,,,,,,,,,,F,,,,,59.08,NAP,N
5550025,18,555002500018,O,1955-01-01,NN,,,2024-03-22T15:40:57,false,4,,34,,,,ALL,DES FONTAINIERS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,51.1N,NAF1993,O
5550025,26,555002500026,O,2002-10-22,NN,,,2024-03-22T15:40:57,true,3,ZI ST CHRISTOPHE,,,,,RUE,FERDINAND DE LESSEPS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,2007-02-28,F,,,,,55.3A,NAFRev1,O
5550058,19,555005800019,O,1955-01-01,NN,,,2025-02-04T02:35:07,true,4,,,,,,QUA,LES BONS ENFANTS,4200,PEIPIN,,,4145,,,,,,,,,,,,,,,,,,,,,,2006-12-29,F,,,,,45.2C,NAFRev1,N
5550058,27,555005800027,O,1981-01-01,NN,,,2024-03-22T15:40:57,false,3,LA PIOLINE,155,,,,ALL,DES PLATANES LES MILLES,13080,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,45.2C,NAF1993,N
5550066,12,555006600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,DU GAND,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5550082,27,555008200027,O,1984-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,ZONE ARTISANALE,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O
5550082,35,555008200035,O,2003-05-01,NN,,,2024-03-22T15:40:57,false,3,,519,,,,AV,ALLENDE SALVADOR,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O
5550108,12,555010800012,O,1955-01-01,NN,,4932ZA,2025-01-14T02:11:11,true,5,SEYNE-LES-ALPES,,,,,PL,ARMES,4140,SEYNE,,,4205,,,,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,49.32Z,NAFRev2,O
5550116,23,555011600023,O,1983-07-01,NN,,,2025-01-17T03:26:36,true,4,,,,,,,Z I D UVERNET FOURS,4400,UVERNET-FOURS,,,4226,,,,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,45.1A,NAFRev1,O
5550124,19,555012400019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,NATIONALE 96,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N
5550157,19,555015700019,O,1900-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,PL,TAMPINET,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,22.11Z,NAFRev2,N
5550207,12,555020700012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,QU DE LA GARE GAUBERT,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5550231,12,555023100012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5550256,19,555025600019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
5570122,19,557012200019,O,,NN,,,2024-03-30T03:50:06,true,1,,85,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292754.8716772857,6701053.24332338,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N
5570296,11,557029600011,O,,NN,,,2024-03-29T23:14:36,true,1,,26,,,,RUE,PIERRE VERGNIAUD,44600,SAINT-NAZAIRE,,,44184,,,,,441844950_B,307640.14140310785,6700821.349136546,,,,,,,,,,,,,,,1990-06-30,F,,,,,81.21,NAP,N
5570338,11,557033800011,O,,NN,,,2024-03-30T17:10:11,true,1,,,,,,RUE,DE REDON,44130,BLAIN,,,44015,,,,,440150660_B,340691.14030641393,6719515.444724521,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
5570361,13,557036100013,O,,NN,,,2024-03-30T09:03:48,true,1,,13,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306661.70010560466,6699371.352124807,,,,,,,,,,,,,,,1992-11-25,F,,,,,70.2C,NAF1993,N
5570387,18,557038700018,O,,NN,,,2024-03-30T10:51:10,true,1,,,,,,RUE,D'ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,441840220_B,306459.61632409453,6699493.574409016,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5570445,14,557044500014,O,,NN,,,2024-03-29T22:38:39,true,1,,5,,,,AVENUE,ROMANO,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440553230_B,291709.28519452387,6701321.0295160385,,,,,,,,,,,,,,,1989-12-31,F,,,,,58.04,NAP,N
5570452,10,557045200010,O,,NN,,,2024-03-30T14:44:02,true,1,,,,,,RUE,DU PORT,44600,SAINT-NAZAIRE,,,44184,,,,,441845060_B,306947.9546867217,6698672.612294294,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
5570569,11,557056900011,O,1988-04-01,NN,,,2025-02-18T02:11:46,true,4,BESLE,37,,,,RUE,DU GENERAL DE GAULLE,44290,GUEMENE-PENFAO,,,44067,,,,,44067vc4n_B,335126.6840804709,6744159.601051209,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
5570593,11,557059300011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N
5570601,12,557060100012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
5570650,27,557065000027,O,,NN,,,2024-03-30T16:12:20,true,1,,31,,,,BOULEVARD,LEON GAMBETTA,44600,SAINT-NAZAIRE,,,44184,,,,,441843760_B,305872.19018964,6699381.573415982,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
5570718,14,557071800014,O,,NN,,,2024-03-30T17:22:10,true,1,,,,,,AVENUE,MARECHAL JOFFRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552320_B,293106.86586986267,6701089.860357543,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
5570783,18,557078300018,O,,NN,,,2024-03-30T15:42:51,true,1,,142,,,,AVENUE,DE MAZY,44380,PORNICHET,,,44132,,,,,441320850_B,296279.2945378058,6699124.179071093,,,,,,,,,,,,,,,1991-12-31,F,,,,,87.06,NAP,N
5570882,26,557088200026,O,,NN,,,2024-03-30T18:13:04,true,1,,13,,,,RUE,DE LA GARE,44740,BATZ-SUR-MER,,,44010,,,,,440100760_B,286123.388367505,6701010.761953094,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
5570916,22,557091600022,O,,NN,,,2024-03-30T01:43:48,true,1,,,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306358.6137320502,6699458.94805823,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N
